model_dir,region_dir,day,q_idx,gpt52,claude,gemini,vote_kind,final_category
gpt-4o-mini-search-preview,afrique,february_22,0,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,afrique,february_22,1,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,afrique,february_22,7,Retrieval Failure with Forced Guessing,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_22,11,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,afrique,february_22,15,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_22,17,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_22,18,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_9,1,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_9,4,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,afrique,february_9,10,Source Divergence Under Real-World Report Conflict,Reading Comprehension / Option Interpretation Failure,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,afrique,february_9,11,Source Divergence Under Real-World Report Conflict,Inference Override / Over-Reasoning Instead of Extraction,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,afrique,february_9,15,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_9,17,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,afrique,february_9,18,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_9,21,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,afrique,february_9,22,Event / Entity Misbinding,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,arabic,february_10,5,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,arabic,february_10,6,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,arabic,february_10,12,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,arabic,february_10,23,Temporal Misalignment / Chronology Tracking Failure,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,tiebroken,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,arabic,february_10,24,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,arabic,february_11,1,Inference Override / Over-Reasoning Instead of Extraction,Source Divergence Under Real-World Report Conflict,Temporal Misalignment / Chronology Tracking Failure,tiebroken,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,arabic,february_11,3,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,arabic,february_11,4,Answer Formatting / Option Mapping Failure,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,tiebroken,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,arabic,february_11,5,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Reading Comprehension / Option Interpretation Failure,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,arabic,february_11,14,Reading Comprehension / Option Interpretation Failure,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,arabic,february_11,15,Reading Comprehension / Option Interpretation Failure,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,arabic,february_11,17,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,arabic,february_11,19,Temporal Misalignment / Chronology Tracking Failure,Temporal Misalignment / Chronology Tracking Failure,Event / Entity Misbinding,majority,Temporal Misalignment / Chronology Tracking Failure
gpt-4o-mini-search-preview,arabic,february_11,24,Event / Entity Misbinding,Event / Entity Misbinding,Event / Entity Misbinding,unanimous,Event / Entity Misbinding
gpt-4o-mini-search-preview,arabic,february_12,0,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,arabic,february_12,3,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,arabic,february_12,5,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,arabic,february_12,13,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,arabic,february_12,15,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,Event / Entity Misbinding,majority,Event / Entity Misbinding
gpt-4o-mini-search-preview,arabic,february_12,17,Temporal Misalignment / Chronology Tracking Failure,Source Divergence Under Real-World Report Conflict,Temporal Misalignment / Chronology Tracking Failure,majority,Temporal Misalignment / Chronology Tracking Failure
gpt-4o-mini-search-preview,arabic,february_12,18,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,unanimous,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,arabic,february_12,19,Reading Comprehension / Option Interpretation Failure,Source Divergence Under Real-World Report Conflict,Reading Comprehension / Option Interpretation Failure,majority,Reading Comprehension / Option Interpretation Failure
gpt-4o-mini-search-preview,arabic,february_12,20,Temporal Misalignment / Chronology Tracking Failure,Source Divergence Under Real-World Report Conflict,Temporal Misalignment / Chronology Tracking Failure,majority,Temporal Misalignment / Chronology Tracking Failure
gpt-4o-mini-search-preview,arabic,february_13,1,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,arabic,february_13,7,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,arabic,february_13,11,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Inference Override / Over-Reasoning Instead of Extraction,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,arabic,february_13,12,Source Divergence Under Real-World Report Conflict,Qualifier Binding Error (Unit/Currency/Year/Version),Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,arabic,february_13,15,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,arabic,february_13,17,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,unanimous,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,arabic,february_13,20,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,arabic,february_14,1,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,arabic,february_14,8,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Temporal Misalignment / Chronology Tracking Failure,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,arabic,february_14,10,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,arabic,february_14,13,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,Event / Entity Misbinding,majority,Event / Entity Misbinding
gpt-4o-mini-search-preview,arabic,february_14,17,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,arabic,february_14,19,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,majority,Inference Override / Over-Reasoning Instead of Extraction
